tweet,tweet_cleaning,tweet_casefolding,normalisasi,tokenize,stopword removal,steming_data
"Kepala Badan Gizi Nasional, Dadan Hindayana menyebut pihak Badan Penyelenggara Jaminan Produk Halal akan mengecek kandungan dari food tray, hal itu merespons isu food tray atau wadah makan untuk program Makan Bergizi Gratis yang diduga mengandung minyak babi, Senin (08/09). 📸Ard
#BeritaElshinta",Kepala Badan Gizi Nasional Dadan Hindayana menyebut pihak Badan Penyelenggara Jaminan Produk Halal akan mengecek kandungan dari food tray hal itu merespons isu food tray atau wadah makan untuk program Makan Bergizi Gratis yang diduga mengandung minyak babi Senin 0809 Ard BeritaElshinta,kepala badan gizi nasional dad hindayana sebut badan selenggara jamin produk halal ecek kandung food tray respons isu food tray wadah makan program makan gizi gratis duga kandung minyak babi senin 0809 ard beritaelshinta,kepala badan gizi nasional dad hindayana sebut badan selenggara jamin produk halal ecek kandung food tray respons isu food tray wadah makan program makan gizi gratis duga kandung minyak babi senin 0809 ard beritaelshinta,"['kepala', 'badan', 'gizi', 'nasional', 'dad', 'hindayana', 'sebut', 'badan', 'selenggara', 'jamin', 'produk', 'halal', 'ecek', 'kandung', 'food', 'tray', 'respons', 'isu', 'food', 'tray', 'wadah', 'makan', 'program', 'makan', 'gizi', 'gratis', 'duga', 'kandung', 'minyak', 'babi', 'senin', '0809', 'ard', 'beritaelshinta']","['kepala', 'badan', 'gizi', 'nasional', 'dad', 'hindayana', 'badan', 'selenggara', 'jamin', 'produk', 'halal', 'ecek', 'kandung', 'food', 'tray', 'respons', 'isu', 'food', 'tray', 'wadah', 'makan', 'program', 'makan', 'gizi', 'gratis', 'duga', 'kandung', 'minyak', 'babi', 'senin', '0809', 'ard', 'beritaelshinta']",kepala badan gizi nasional dad hindayana badan selenggara jamin produk halal ecek kandung food tray respons isu food tray wadah makan program makan gizi gratis duga kandung minyak babi senin 0809 ard beritaelshinta
"Setiap rupiah MBG buat makan bergizi gratis dicatat transparan lewat KPPN dan diawasi BPKP sama KPK, semua harga diambil at cost jadi nggak ada celah mark up",Setiap rupiah MBG buat makan bergizi gratis dicatat transparan lewat KPPN dan diawasi BPKP sama KPK semua harga diambil at cost jadi nggak ada celah mark up,rupiah mbg makan gizi gratis catat transparan kppn awas bpkp kpk harga ambil at cost nggak celah mark up,rupiah mbak makan gizi gratis catat transparan kppn awas bpkp kpk harga ambil at cost tidak celah mark up,"['rupiah', 'mbak', 'makan', 'gizi', 'gratis', 'catat', 'transparan', 'kppn', 'awas', 'bpkp', 'kpk', 'harga', 'ambil', 'at', 'cost', 'tidak', 'celah', 'mark', 'up']","['rupiah', 'mbak', 'makan', 'gizi', 'gratis', 'catat', 'transparan', 'kppn', 'awas', 'bpkp', 'kpk', 'harga', 'ambil', 'at', 'cost', 'celah', 'mark', 'up']",rupiah mbak makan gizi gratis catat transparan kppn awas bpkp kpk harga ambil at cost celah mark up
Setiap detail dana MBG untuk makan bergizi gratis dijaga at cost dan selalu transparan dari awal sampai akhir,Setiap detail dana MBG untuk makan bergizi gratis dijaga at cost dan selalu transparan dari awal sampai akhir,detail dana mbg makan gizi gratis jaga at cost transparan,detail dana mbak makan gizi gratis jaga at cost transparan,"['detail', 'dana', 'mbak', 'makan', 'gizi', 'gratis', 'jaga', 'at', 'cost', 'transparan']","['detail', 'dana', 'mbak', 'makan', 'gizi', 'gratis', 'jaga', 'at', 'cost', 'transparan']",detail dana mbak makan gizi gratis jaga at cost transparan
"MBG adalah solusi pemerintah supaya makan bergizi gratis diberikan transparan, KPPN kelola anggaran, harga sesuai pasar, dipantau BPKP KPK",MBG adalah solusi pemerintah supaya makan bergizi gratis diberikan transparan KPPN kelola anggaran harga sesuai pasar dipantau BPKP KPK,mbg solusi perintah makan gizi gratis transparan kppn kelola anggar harga sesuai pasar pantau bpkp kpk,mbak solusi perintah makan gizi gratis transparan kppn kelola anggar harga sesuai pasar pantau bpkp kpk,"['mbak', 'solusi', 'perintah', 'makan', 'gizi', 'gratis', 'transparan', 'kppn', 'kelola', 'anggar', 'harga', 'sesuai', 'pasar', 'pantau', 'bpkp', 'kpk']","['mbak', 'solusi', 'perintah', 'makan', 'gizi', 'gratis', 'transparan', 'kppn', 'kelola', 'anggar', 'harga', 'sesuai', 'pasar', 'pantau', 'bpkp', 'kpk']",mbak solusi perintah makan gizi gratis transparan kppn kelola anggar harga sesuai pasar pantau bpkp kpk
"Nggak perlu takut anggaran makan bergizi gratis di MBG bakal disalahgunakan, semua at cost, KPPN kelola, BPKP dan KPK ikut mantau",Nggak perlu takut anggaran makan bergizi gratis di MBG bakal disalahgunakan semua at cost KPPN kelola BPKP dan KPK ikut mantau,nggak takut anggar makan gizi gratis mbg disalahgunakan at cost kppn kelola bpkp kpk mantau,tidak takut anggar makan gizi gratis mbak disalahgunakan at cost kppn kelola bpkp kpk mantau,"['tidak', 'takut', 'anggar', 'makan', 'gizi', 'gratis', 'mbak', 'disalahgunakan', 'at', 'cost', 'kppn', 'kelola', 'bpkp', 'kpk', 'mantau']","['takut', 'anggar', 'makan', 'gizi', 'gratis', 'mbak', 'disalahgunakan', 'at', 'cost', 'kppn', 'kelola', 'bpkp', 'kpk', 'mantau']",takut anggar makan gizi gratis mbak disalahgunakan at cost kppn kelola bpkp kpk mantau
"Makan bergizi gratis berkat MBG, anggaran dikelola sesuai harga pasar dan transparan lewat KPPN, ada pengawasan BPKP & KPK, jadi pasti tepat dan bersih",Makan bergizi gratis berkat MBG anggaran dikelola sesuai harga pasar dan transparan lewat KPPN ada pengawasan BPKP KPK jadi pasti tepat dan bersih,makan gizi gratis berkat mbg anggar kelola sesuai harga pasar transparan kppn awas bpkp kpk bersih,makan gizi gratis berkat mbak anggar kelola sesuai harga pasar transparan kppn awas bpkp kpk bersih,"['makan', 'gizi', 'gratis', 'berkat', 'mbak', 'anggar', 'kelola', 'sesuai', 'harga', 'pasar', 'transparan', 'kppn', 'awas', 'bpkp', 'kpk', 'bersih']","['makan', 'gizi', 'gratis', 'berkat', 'mbak', 'anggar', 'kelola', 'sesuai', 'harga', 'pasar', 'transparan', 'kppn', 'awas', 'bpkp', 'kpk', 'bersih']",makan gizi gratis berkat mbak anggar kelola sesuai harga pasar transparan kppn awas bpkp kpk bersih
"Program makan bergizi gratis atau MBG itu bukti nyata pemerintah serius hadir dengan pengelolaan transparan, tanpa mark up dan anti korupsi",Program makan bergizi gratis atau MBG itu bukti nyata pemerintah serius hadir dengan pengelolaan transparan tanpa mark up dan anti korupsi,program makan gizi gratis mbg bukti nyata perintah serius hadir kelola transparan mark up anti korupsi,program makan gizi gratis mbak bukti nyata perintah serius hadir kelola transparan mark up anti korupsi,"['program', 'makan', 'gizi', 'gratis', 'mbak', 'bukti', 'nyata', 'perintah', 'serius', 'hadir', 'kelola', 'transparan', 'mark', 'up', 'anti', 'korupsi']","['program', 'makan', 'gizi', 'gratis', 'mbak', 'bukti', 'nyata', 'perintah', 'serius', 'hadir', 'kelola', 'transparan', 'mark', 'up', 'anti', 'korupsi']",program makan gizi gratis mbak bukti nyata perintah serius hadir kelola transparan mark up anti korupsi
"Beda dari yang lain, MBG pastikan makan bergizi gratis, at cost, dana lewat KPPN, diawasi terus sama BPKP dan KPK",Beda dari yang lain MBG pastikan makan bergizi gratis at cost dana lewat KPPN diawasi terus sama BPKP dan KPK,beda mbg pasti makan gizi gratis at cost dana kppn awas bpkp kpk,beda mbak pasti makan gizi gratis at cost dana kppn awas bpkp kpk,"['beda', 'mbak', 'pasti', 'makan', 'gizi', 'gratis', 'at', 'cost', 'dana', 'kppn', 'awas', 'bpkp', 'kpk']","['beda', 'mbak', 'makan', 'gizi', 'gratis', 'at', 'cost', 'dana', 'kppn', 'awas', 'bpkp', 'kpk']",beda mbak makan gizi gratis at cost dana kppn awas bpkp kpk
"Makan bergizi gratis tak lagi sekadar impian, MBG hadirkan lewat dana transparan, harga at cost, pengawasan ketat dari BPKP & KPK",Makan bergizi gratis tak lagi sekadar impian MBG hadirkan lewat dana transparan harga at cost pengawasan ketat dari BPKP KPK,makan gizi gratis impi mbg hadir dana transparan harga at cost awas ketat bpkp kpk,makan gizi gratis impi mbak hadir dana transparan harga at cost awas ketat bpkp kpk,"['makan', 'gizi', 'gratis', 'impi', 'mbak', 'hadir', 'dana', 'transparan', 'harga', 'at', 'cost', 'awas', 'ketat', 'bpkp', 'kpk']","['makan', 'gizi', 'gratis', 'impi', 'mbak', 'hadir', 'dana', 'transparan', 'harga', 'at', 'cost', 'awas', 'ketat', 'bpkp', 'kpk']",makan gizi gratis impi mbak hadir dana transparan harga at cost awas ketat bpkp kpk
"Gak perlu ragu, MBG hadir dengan makan bergizi gratis, pengelolaannya terbuka lewat KPPN, harga sesuai pasar, BPKP dan KPK selalu mengawasi",Gak perlu ragu MBG hadir dengan makan bergizi gratis pengelolaannya terbuka lewat KPPN harga sesuai pasar BPKP dan KPK selalu mengawasi,gak ragu mbg hadir makan gizi gratis kelola buka kppn harga sesuai pasar bpkp kpk awas,tidak ragu mbak hadir makan gizi gratis kelola buka kppn harga sesuai pasar bpkp kpk awas,"['tidak', 'ragu', 'mbak', 'hadir', 'makan', 'gizi', 'gratis', 'kelola', 'buka', 'kppn', 'harga', 'sesuai', 'pasar', 'bpkp', 'kpk', 'awas']","['ragu', 'mbak', 'hadir', 'makan', 'gizi', 'gratis', 'kelola', 'buka', 'kppn', 'harga', 'sesuai', 'pasar', 'bpkp', 'kpk', 'awas']",ragu mbak hadir makan gizi gratis kelola buka kppn harga sesuai pasar bpkp kpk awas
"Lewat MBG, anak bangsa dapat makan bergizi gratis secara bersih, pengelolaan dana terbuka, harga at cost, diawasi ketat",Lewat MBG anak bangsa dapat makan bergizi gratis secara bersih pengelolaan dana terbuka harga at cost diawasi ketat,mbg anak bangsa makan gizi gratis bersih kelola dana buka harga at cost awas ketat,mbak anak bangsa makan gizi gratis bersih kelola dana buka harga at cost awas ketat,"['mbak', 'anak', 'bangsa', 'makan', 'gizi', 'gratis', 'bersih', 'kelola', 'dana', 'buka', 'harga', 'at', 'cost', 'awas', 'ketat']","['mbak', 'anak', 'bangsa', 'makan', 'gizi', 'gratis', 'bersih', 'kelola', 'dana', 'buka', 'harga', 'at', 'cost', 'awas', 'ketat']",mbak anak bangsa makan gizi gratis bersih kelola dana buka harga at cost awas ketat
Kapolsek Adimulyo Iptu Mugiyono beserta Kanit Binmas Polsek Adimulyo menghadiri kegiatan launching makan bergizi gratis SPPG Dapur Harapan Bangsa Desa Candiwulan Kecamatan Adimulyo dibawah yayasan Girli Ummami Ceria di SMP N 2 Adimulyo,Kapolsek Adimulyo Iptu Mugiyono beserta Kanit Binmas Polsek Adimulyo menghadiri kegiatan launching makan bergizi gratis SPPG Dapur Harapan Bangsa Desa Candiwulan Kecamatan Adimulyo dibawah yayasan Girli Ummami Ceria di SMP N 2 Adimulyo,kapolsek adimulyo iptu mugiyono serta kanit binmas polsek adimulyo hadir giat launching makan gizi gratis sppg dapur harap bangsa desa candiwulan camat adimulyo bawah yayasan girli ummami ceria smp n 2 adimulyo,kapolsek adimulyo iptu mugiyono serta kanit binmas polsek adimulyo hadir giat launching makan gizi gratis sppg dapur harap bangsa desa candiwulan camat adimulyo bawah yayasan girli ummami ceria sampai n 2 adimulyo,"['kapolsek', 'adimulyo', 'iptu', 'mugiyono', 'serta', 'kanit', 'binmas', 'polsek', 'adimulyo', 'hadir', 'giat', 'launching', 'makan', 'gizi', 'gratis', 'sppg', 'dapur', 'harap', 'bangsa', 'desa', 'candiwulan', 'camat', 'adimulyo', 'bawah', 'yayasan', 'girli', 'ummami', 'ceria', 'sampai', 'n', '2', 'adimulyo']","['kapolsek', 'adimulyo', 'iptu', 'mugiyono', 'kanit', 'binmas', 'polsek', 'adimulyo', 'hadir', 'giat', 'launching', 'makan', 'gizi', 'gratis', 'sppg', 'dapur', 'harap', 'bangsa', 'desa', 'candiwulan', 'camat', 'adimulyo', 'yayasan', 'girli', 'ummami', 'ceria', 'n', '2', 'adimulyo']",kapolsek adimulyo iptu mugiyono kanit binmas polsek adimulyo hadir giat launching makan gizi gratis sppg dapur harap bangsa desa candiwulan camat adimulyo yayasan girli ummami ceria n 2 adimulyo
"Ada MBG, anak sekolah dapet makan bergizi gratis dari pemerintah, dikelola transparan oleh KPPN dan diawasi supaya nggak ada mark up",Ada MBG anak sekolah dapet makan bergizi gratis dari pemerintah dikelola transparan oleh KPPN dan diawasi supaya nggak ada mark up,mbg anak sekolah dapet makan gizi gratis perintah kelola transparan kppn awas nggak mark up,mbak anak sekolah dapat makan gizi gratis perintah kelola transparan kppn awas tidak mark up,"['mbak', 'anak', 'sekolah', 'dapat', 'makan', 'gizi', 'gratis', 'perintah', 'kelola', 'transparan', 'kppn', 'awas', 'tidak', 'mark', 'up']","['mbak', 'anak', 'sekolah', 'makan', 'gizi', 'gratis', 'perintah', 'kelola', 'transparan', 'kppn', 'awas', 'mark', 'up']",mbak anak sekolah makan gizi gratis perintah kelola transparan kppn awas mark up
"$MBG isn't a project for the basement. 

MultiBank Group, a globally regulated banking organisation with over 20 years of experience 

and $29 billion in real assets, is the company behind the $MBG utility token. 

Get your $MBG tokens right now at: 

>MultiBank io: mbg.pub/3GLsoEB 

> Uniswap: app.uniswap.org/explore/toke… 

> Gate.io: mbg.pub/4f1xdq3 

> MEXC: mbg.pub/3IH9hvQ 

> BingX: mbg.pub/4lJRty6",MBG isnt a project for the basement MultiBank Group a globally regulated banking organisation with over 20 years of experience and 29 billion in real assets is the company behind the MBG utility token Get your MBG tokens right now at MultiBank io mbgpub3GLsoEB Uniswap appuniswaporgexploretoke Gateio mbgpub4f1xdq3 MEXC mbgpub3IH9hvQ BingX mbgpub4lJRty6,mbg isnt a project for the basement multibank group a globally regulated banking organisation with over 20 years of experience and 29 billion in real assets is the company behind the mbg utility token get your mbg tokens right now at multibank io mbgpub3glsoeb uniswap appuniswaporgexploretoke gateio mbgpub4f1xdq3 mexc mbgpub3ih9hvq bingx mbgpub4ljrty6,mbak isnt a project for the basement multibank group a globally regulated banking organisation with over 20 years of experience and 29 billion ini real assets is the company behind the mbak utility token get your mbak tokens right now at multibank io mbgpub3glsoeb uniswap appuniswaporgexploretoke gateio mbgpub4f1xdq3 mexc mbgpub3ih9hvq bingx mbgpub4ljrty6,"['mbak', 'isnt', 'a', 'project', 'for', 'the', 'basement', 'multibank', 'group', 'a', 'globally', 'regulated', 'banking', 'organisation', 'with', 'over', '20', 'years', 'of', 'experience', 'and', '29', 'billion', 'ini', 'real', 'assets', 'is', 'the', 'company', 'behind', 'the', 'mbak', 'utility', 'token', 'get', 'your', 'mbak', 'tokens', 'right', 'now', 'at', 'multibank', 'io', 'mbgpub3glsoeb', 'uniswap', 'appuniswaporgexploretoke', 'gateio', 'mbgpub4f1xdq3', 'mexc', 'mbgpub3ih9hvq', 'bingx', 'mbgpub4ljrty6']","['mbak', 'isnt', 'a', 'project', 'for', 'the', 'basement', 'multibank', 'group', 'a', 'globally', 'regulated', 'banking', 'organisation', 'with', 'over', '20', 'years', 'of', 'experience', 'and', '29', 'billion', 'real', 'assets', 'is', 'the', 'company', 'behind', 'the', 'mbak', 'utility', 'token', 'get', 'your', 'mbak', 'tokens', 'right', 'now', 'at', 'multibank', 'io', 'mbgpub3glsoeb', 'uniswap', 'appuniswaporgexploretoke', 'gateio', 'mbgpub4f1xdq3', 'mexc', 'mbgpub3ih9hvq', 'bingx', 'mbgpub4ljrty6']",mbak isnt a project for the basement multibank group a globally regulated banking organisation with over 20 years of experience and 29 billion real assets is the company behind the mbak utility token get your mbak tokens right now at multibank io mbgpub3glsoeb uniswap appuniswaporgexploretoke gateio mbgpub4f1xdq3 mexc mbgpub3ih9hvq bingx mbgpub4ljrty6
"MBG di Banten, perut kenyang, prestasi gemilang",MBG di Banten perut kenyang prestasi gemilang,mbg banten perut kenyang prestasi gemilang,mbak banten perut kenyang prestasi gemilang,"['mbak', 'banten', 'perut', 'kenyang', 'prestasi', 'gemilang']","['mbak', 'banten', 'perut', 'kenyang', 'prestasi', 'gemilang']",mbak banten perut kenyang prestasi gemilang
"Lihat Politisi Amerika,kalau Republikan,walaupun Trump Presidennya,tetap dukung,karena Value sama,mau Trump se bajingan apapun,disini Ngaku Sosialis,tapi dikasih MBG tetap nggak mau walaupun valuenya nya sama,hanya karena Presidennya Prabowo,suka Anies karena sama2 oposisi
...
Ha",Lihat Politisi Amerikakalau Republikanwalaupun Trump Presidennyatetap dukungkarena Value samamau Trump se bajingan apapundisini Ngaku Sosialistapi dikasih MBG tetap nggak mau walaupun valuenya nya samahanya karena Presidennya Prabowosuka Anies karena sama2 oposisi Ha,lihat politis amerikakalau republikanwalaupun trump presidennyatetap dukungkarena value samamau trump bajing apapundisini ngaku sosialistapi kasih mbg nggak valuenya nya samahanya presiden prabowosuka anies sama2 oposisi ha,lihat politis amerikakalau republikanwalaupun trump presidennyatetap dukungkarena value samamau trump bajing apapundisini mengaku sosialistapi kasih mbak tidak valuenya ya samahanya presiden prabowosuka anies oposisi ha,"['lihat', 'politis', 'amerikakalau', 'republikanwalaupun', 'trump', 'presidennyatetap', 'dukungkarena', 'value', 'samamau', 'trump', 'bajing', 'apapundisini', 'mengaku', 'sosialistapi', 'kasih', 'mbak', 'tidak', 'valuenya', 'ya', 'samahanya', 'presiden', 'prabowosuka', 'anies', 'oposisi', 'ha']","['lihat', 'politis', 'amerikakalau', 'republikanwalaupun', 'trump', 'presidennyatetap', 'dukungkarena', 'value', 'samamau', 'trump', 'bajing', 'apapundisini', 'mengaku', 'sosialistapi', 'kasih', 'mbak', 'valuenya', 'ya', 'samahanya', 'presiden', 'prabowosuka', 'anies', 'oposisi', 'ha']",lihat politis amerikakalau republikanwalaupun trump presidennyatetap dukungkarena value samamau trump bajing apapundisini aku sosialistapi kasih mbak valuenya ya samahanya presiden prabowosuka anies oposisi ha
Program MBG . . Apa gak ada audit y,Program MBG Apa gak ada audit y,program mbg gak audit y,program mbak tidak audit ya,"['program', 'mbak', 'tidak', 'audit', 'ya']","['program', 'mbak', 'audit', 'ya']",program mbak audit ya
"Bisa kalo ada tekanan dr org"" di kanan kirinya, tp sayangnya mereka penjilat semua, mau ada belatung mau ada racun pasti bilangnya mbg sukses kasih makan 5jt anak, gitu gitu mulu mereka, gamau koreksi",Bisa kalo ada tekanan dr org di kanan kirinya tp sayangnya mereka penjilat semua mau ada belatung mau ada racun pasti bilangnya mbg sukses kasih makan 5jt anak gitu gitu mulu mereka gamau koreksi,kalo tekan dr org kanan kiri tp sayang jilat belatung racun bilang mbg sukses kasih makan 5jt anak gitu gitu mulu gamau koreksi,kalau tekan dari orang kanan kiri tapi sayang jilat belatung racun bilang mbak sukses kasih makan 5jt anak begitu begitu mulu koreksi,"['kalau', 'tekan', 'dari', 'orang', 'kanan', 'kiri', 'tapi', 'sayang', 'jilat', 'belatung', 'racun', 'bilang', 'mbak', 'sukses', 'kasih', 'makan', '5jt', 'anak', 'begitu', 'begitu', 'mulu', 'koreksi']","['tekan', 'orang', 'kanan', 'kiri', 'sayang', 'jilat', 'belatung', 'racun', 'bilang', 'mbak', 'sukses', 'kasih', 'makan', '5jt', 'anak', 'mulu', 'koreksi']",tekan orang kanan kiri sayang jilat belatung racun bilang mbak sukses kasih makan 5jt anak mulu koreksi
"udahlahh yaa MBG MBG ga berguna kaya giniiii, ngabisin duit doang bjirrrr",udahlahh yaa MBG MBG ga berguna kaya giniiii ngabisin duit doang bjirrrr,udahlahh yaa mbg mbg ga guna kaya giniiii ngabisin duit doang bjirrrr,udahlahh ya mbak mbak tidak guna kayak giniiii ngabisin duit doang bjirrrr,"['udahlahh', 'ya', 'mbak', 'mbak', 'tidak', 'guna', 'kayak', 'giniiii', 'ngabisin', 'duit', 'doang', 'bjirrrr']","['udahlahh', 'ya', 'mbak', 'mbak', 'kayak', 'giniiii', 'ngabisin', 'duit', 'doang', 'bjirrrr']",udahlahh ya mbak mbak kayak giniiii ngabisin duit doang bjirrrr
